Player,Salary,Year,Tm
Kenyon Martin,4067160,2003,NJN
Rodney Rogers,2796000,2003,NJN
Aaron Williams,2700000,2003,NJN
Lucious Harris,2640000,2003,NJN
Jamie Feick,2600000,2003,NJN
Chris Childs,1750000,2003,NJN
Richard Jefferson,1482840,2003,NJN
Jason Collins,1147440,2003,NJN
Brandon Armstrong,930720,2003,NJN
Anthony Johnson,699935,2003,NJN
Brian Scalabrine,512435,2003,NJN
Tamar Slay,349458,2003,NJN
Dikembe Mutombo,13626624,2004,NJN
Jason Kidd,13152000,2004,NJN
Kerry Kittles,9266666,2004,NJN
Kenyon Martin,5128689,2004,NJN
Alonzo Mourning,4917000,2004,NJN
Rodney Rogers,3075600,2004,NJN
Aaron Williams,2925000,2004,NJN
Lucious Harris,2500000,2004,NJN
Richard Jefferson,1586280,2004,NJN
Jason Collins,1227480,2004,NJN
Chris Childs,1166667,2004,NJN
Brandon Armstrong,995650,2004,NJN
Zoran Planinic,980280,2004,NJN
Robert Pack,965610,2004,NJN
Brian Scalabrine,800000,2004,NJN
Tamar Slay,563679,2004,NJN
Mikki Moore,513000,2004,NJN
Damone Brown,202508,2004,NJN
Doug Overton,104390,2004,NJN
Dikembe Mutombo,14989285,2005,NJN
Jason Kidd,14796000,2005,NJN
Vince Carter,12584688,2005,NJN
Richard Jefferson,2266794,2005,NJN
Jason Collins,1887864,2005,NJN
Ron Mercer,1600000,2005,NJN
Zoran Planinic,1053720,2005,NJN
Travis Best,1000000,2005,NJN
Nenad Krstic,939480,2005,NJN
Jacque Vaughn,932546,2005,NJN
Brian Scalabrine,900000,2005,NJN
Rodney Buford,745046,2005,NJN
Jabari Smith,720046,2005,NJN
Kaniel Dickens,483938,2005,NJN
Awvee Storey,84573,2005,NJN
Jason Kidd,16440000,2006,NJN
Vince Carter,13843156,2006,NJN
Richard Jefferson,10200000,2006,NJN
Jason Collins,5500000,2006,NJN
Marc Jackson,4550000,2006,NJN
Jeff McInnis,3400000,2006,NJN
Clifford Robinson,2500000,2006,NJN
Ron Mercer,1760000,2006,NJN
Scott Padgett,1670000,2006,NJN
Antoine Wright,1461360,2006,NJN
Lamond Murray,1138500,2006,NJN
Zoran Planinic,1127280,2006,NJN
Jacque Vaughn,1094550,2006,NJN
Nenad Krstic,1010040,2006,NJN
Linton Johnson,719373,2006,NJN
Ben Handlogten,35091,2006,NJN
Jason Kidd,18084000,2007,NJN
Vince Carter,15101625,2007,NJN
Richard Jefferson,11200000,2007,NJN
Jason Collins,5800000,2007,NJN
Bostjan Nachbar,2500000,2007,NJN
Clifford Robinson,1600000,2007,NJN
Antoine Wright,1570920,2007,NJN
Eddie House,1400000,2007,NJN
Marcus Williams,1097880,2007,NJN
Nenad Krstic,1080480,2007,NJN
Mikki Moore,1071225,2007,NJN
Josh Boone,1053960,2007,NJN
Bernard Robinson,1000000,2007,NJN
Mile Ilic,800000,2007,NJN
Scott Padgett,563302,2007,NJN
Hassan Adams,412718,2007,NJN
Zoran Planinic,150000,2007,NJN
Vince Carter,13320000,2008,NJN
Richard Jefferson,12200000,2008,NJN
Stromile Swift,5800000,2008,NJN
Trenton Hassell,4350000,2008,NJN
Keith Van Horn,4300000,2008,NJN
Jamaal Magloire,4000000,2008,NJN
Devin Harris,3995003,2008,NJN
Bostjan Nachbar,2500000,2008,NJN
DeSagana Diop,2146000,2008,NJN
Nenad Krstic,1889760,2008,NJN
Sean Williams,1416600,2008,NJN
Darrell Armstrong,1219590,2008,NJN
Marcus Williams,1180200,2008,NJN
Josh Boone,1133040,2008,NJN
Maurice Ager,974400,2008,NJN
Billy Thomas,510529,2008,NJN
Clifford Robinson,500000,2008,NJN
David Wesley,250000,2008,NJN
Eddie Gill,151089,2008,NJN
Vince Carter,14724125,2009,NJN
Bobby Simmons,10602667,2009,NJN
Devin Harris,7800000,2009,NJN
Stromile Swift,6200000,2009,NJN
Trenton Hassell,4350000,2009,NJN
Keyon Dooling,3300000,2009,NJN
Eduardo Najera,3250000,2009,NJN
Yi Jianlian,2986080,2009,NJN
Brook Lopez,2098560,2009,NJN
Jarvis Hayes,1910000,2009,NJN
Sean Williams,1522920,2009,NJN
Ryan Anderson,1225200,2009,NJN
Josh Boone,1212120,2009,NJN
Maurice Ager,1042440,2009,NJN
Chris Douglas-Roberts,442411,2009,NJN
Bobby Simmons,10560000,2010,NJN
Devin Harris,8400000,2010,NJN
Tony Battie,6292000,2010,NJN
Trenton Hassell,4350000,2010,NJN
Rafer Alston,4300000,2010,NJN
Keyon Dooling,3564000,2010,NJN
Kris Humphries,3200000,2010,NJN
Yi Jianlian,3194400,2010,NJN
Shawne Williams,2416067,2010,NJN
Brook Lopez,2225880,2010,NJN
Jarvis Hayes,2062800,2010,NJN
Terrence Williams,2060040,2010,NJN
Josh Boone,2056968,2010,NJN
Sean Williams,1629120,2010,NJN
Courtney Lee,1264440,2010,NJN
Chris Quinn,1055000,2010,NJN
Chris Douglas-Roberts,736000,2010,NJN
Deron Williams,14940152,2011,NJN
Dan Gadzuric,7248325,2011,NJN
Travis Outlaw,7000000,2011,NJN
Sasha Vujacic,5475113,2011,NJN
Anthony Morrow,4000000,2011,NJN
Jordan Farmar,3750000,2011,NJN
Brandan Wright,3398072,2011,NJN
Johan Petro,3250000,2011,NJN
Kris Humphries,3200000,2011,NJN
Brook Lopez,2413320,2011,NJN
Damion James,1156320,2011,NJN
Quinton Ross,1146337,2011,NJN
Stephen Graham,992680,2011,NJN
Ben Uzoh,473604,2011,NJN
Orien Greene,52066,2011,NJN
Deron Williams,16359805,2012,NJN
Mehmet Okur,10890000,2012,NJN
Kris Humphries,8000000,2012,NJN
Travis Outlaw,4000000,2012,NJN
Anthony Morrow,4000000,2012,NJN
Jordan Farmar,4000000,2012,NJN
Johan Petro,3250000,2012,NJN
Brook Lopez,3076983,2012,NJN
Shawne Williams,3000000,2012,NJN
DeShawn Stevenson,2500000,2012,NJN
Damion James,1243080,2012,NJN
MarShon Brooks,1110120,2012,NJN
Shelden Williams,992680,2012,NJN
Sundiata Gaines,854389,2012,NJN
Keith Bogans,848266,2012,NJN
Jordan Williams,473604,2012,NJN
Gerald Green,443181,2012,NJN
Dennis Horner,91642,2012,NJN
Larry Owens,86052,2012,NJN
Andre Emmett,61433,2012,NJN
Joe Johnson,19752645,2013,NJN
Deron Williams,17177795,2013,NJN
Brook Lopez,13668750,2013,NJN
Kris Humphries,12000000,2013,NJN
Gerald Wallace,9682435,2013,NJN
Mirza Teletovic,3090000,2013,NJN
Reggie Evans,1622617,2013,NJN
Jerry Stackhouse,1352181,2013,NJN
Keith Bogans,1229225,2013,NJN
MarShon Brooks,1193280,2013,NJN
Andray Blatche,1146337,2013,NJN
Travis Outlaw,1000000,2013,NJN
Tornike Shengelia,473604,2013,NJN
Tyshawn Taylor,473604,2013,NJN
Josh Childress,377474,2013,NJN
Damion James,50258,2013,NJN
Joe Johnson,21466718,2014,NJN
Deron Williams,18466130,2014,NJN
Paul Pierce,15333334,2014,NJN
Brook Lopez,14693906,2014,NJN
Kevin Garnett,12443735,2014,NJN
Jason Terry,5625313,2014,NJN
Mirza Teletovic,3229050,2014,NJN
Andrei Kirilenko,3183000,2014,NJN
Reggie Evans,1695635,2014,NJN
Andray Blatche,1375604,2014,NJN
Mason Plumlee,1298640,2014,NJN
Shaun Livingston,1272279,2014,NJN
Alan Anderson,947907,2014,NJN
Tornike Shengelia,788872,2014,NJN
Tyshawn Taylor,788872,2014,NJN
Joe Johnson,23180790,2015,NJN
Deron Williams,19754465,2015,NJN
Brook Lopez,15719063,2015,NJN
Thaddeus Young,9410870,2015,NJN
Jarrett Jack,6300000,2015,NJN
Travis Outlaw,4000000,2015,NJN
Mirza Teletovic,3368100,2015,NJN
Bojan Bogdanovic,3278000,2015,NJN
Sergey Karasev,1533840,2015,NJN
Mason Plumlee,1357080,2015,NJN
Alan Anderson,1276061,2015,NJN
Jerome Jordan,915243,2015,NJN
Darius Morris,702756,2015,NJN
Markel Brown,507336,2015,NJN
Cory Jefferson,507336,2015,NJN
Earl Clark,62552,2015,NJN
Joe Johnson,24894863,2016,NJN
Brook Lopez,20000000,2016,NJN
Thaddeus Young,11200000,2016,NJN
Jarrett Jack,6300000,2016,NJN
Deron Williams,5500000,2016,NJN
Bojan Bogdanovic,3425510,2016,NJN
Sergey Karasev,1599840,2016,NJN
Shane Larkin,1500000,2016,NJN
Wayne Ellington,1500000,2016,NJN
Rondae Hollis-Jefferson,1335480,2016,NJN
Chris McCullough,1140240,2016,NJN
Andrea Bargnani,1039298,2016,NJN
Donald Sloan,1015421,2016,NJN
Thomas Robinson,981300,2016,NJN
Willie Reed,947276,2016,NJN
Markel Brown,845059,2016,NJN
Sean Kilpatrick,320594,2016,NJN
Henry Sims,161622,2016,NJN
Ryan Boatright,75000,2016,NJN
Quincy Miller,50000,2016,NJN
Brook Lopez,21165675,2017,NJN
Jeremy Lin,11483254,2017,NJN
Trevor Booker,9250000,2017,NJN
Andrew Nicholson,6088993,2017,NJN
Deron Williams,5500000,2017,NJN
Luis Scola,5000000,2017,NJN
Greivis Vasquez,4347826,2017,NJN
K.J. McDaniels,3333333,2017,NJN
Justin Hamilton,3000000,2017,NJN
Randy Foye,2500000,2017,NJN
Quincy Acy,1914544,2017,NJN
Caris LeVert,1562280,2017,NJN
Rondae Hollis-Jefferson,1395600,2017,NJN
Marcus Thornton,1315448,2017,NJN
Isaiah Whitehead,1074145,2017,NJN
Anthony Bennett,1015696,2017,NJN
Joe Harris,980431,2017,NJN
Sean Kilpatrick,980431,2017,NJN
Spencer Dinwiddie,726672,2017,NJN
Jarrett Jack,500000,2017,NJN
Andrea Bargnani,323599,2017,NJN
Yogi Ferrell,202300,2017,NJN
Archie Goodwin,194494,2017,NJN
Egidijus Mockevicius,100000,2017,NJN
Cliff Alexander,51449,2017,NJN
Beau Beech,45000,2017,NJN
Prince Ibeh,31969,2017,NJN
Allen Crabbe,19332500,2018,NJN
Timofey Mozgov,15280000,2018,NJN
DeMarre Carroll,14800000,2018,NJN
Jeremy Lin,12000000,2018,NJN
Trevor Booker,9125000,2018,NJN
D\'Angelo Russell,5562360,2018,NJN
Deron Williams,5500000,2018,NJN
Jarrett Allen,1713720,2018,NJN
Tyler Zeller,1709538,2018,NJN
Quincy Acy,1709538,2018,NJN
Caris LeVert,1632480,2018,NJN
Sean Kilpatrick,1524305,2018,NJN
Joe Harris,1524305,2018,NJN
Spencer Dinwiddie,1524305,2018,NJN
Rondae Hollis-Jefferson,1471382,2018,NJN
Isaiah Whitehead,1312611,2018,NJN
Elden Campbell,8050000,2003,NOH
Jamal Mashburn,7750000,2003,NOH
P.J. Brown,7044800,2003,NOH
Baron Davis,3942922,2003,NOH
David Wesley,3600000,2003,NOH
George Lynch,2600000,2003,NOH
Stacey Augmon,2400000,2003,NOH
Jerome Moiso,1681200,2003,NOH
Courtney Alexander,1517280,2003,NOH
Matt Bullard,1430000,2003,NOH
Bryce Drew,1300000,2003,NOH
Kirk Haston,1271400,2003,NOH
Jamaal Magloire,1121280,2003,NOH
Robert Traylor,750000,2003,NOH
Baron Davis,10960000,2004,NOH
Jamal Mashburn,8525000,2004,NOH
P.J. Brown,8000000,2004,NOH
David Wesley,3960000,2004,NOH
George Lynch,2800000,2004,NOH
Darrell Armstrong,2475000,2004,NOH
Stacey Augmon,2400000,2004,NOH
Courtney Alexander,2168193,2004,NOH
Jamaal Magloire,1726771,2004,NOH
Kirk Haston,1360080,2004,NOH
Bryce Drew,1300000,2004,NOH
David West,1160160,2004,NOH
Sean Rooks,1070000,2004,NOH
Steve Smith,1070000,2004,NOH
Robert Traylor,825000,2004,NOH
Baron Davis,12330000,2005,NOH
Jamal Mashburn,9300000,2005,NOH
Jamaal Magloire,8533333,2005,NOH
P.J. Brown,8000000,2005,NOH
David Wesley,4455000,2005,NOH
George Lynch,3000000,2005,NOH
Rodney Rogers,2700000,2005,NOH
Chris Andersen,1600000,2005,NOH
David West,1247160,2005,NOH
J.R. Smith,1206600,2005,NOH
Dan Dickau,893400,2005,NOH
Lee Nailon,745046,2005,NOH
Junior Harrington,695046,2005,NOH
Alex Garcia,620046,2005,NOH
Lonny Baxter,542475,2005,NOH
Matt Freije,352388,2005,NOH
Corsley Edwards,319498,2005,NOH
Tim Pickett,32890,2005,NOH
P.J. Brown,8000000,2006,NOH
Desmond Mason,7333333,2006,NOH
Speedy Claxton,3600000,2006,NOH
Chris Andersen,3500000,2006,NOH
George Lynch,3200000,2006,NOH
Chris Paul,3144240,2006,NOH
Arvydas Macijauskas,2500000,2006,NOH
Bostjan Nachbar,2500000,2006,NOH
Kirk Snyder,1437240,2006,NOH
David West,1334160,2006,NOH
Rasual Butler,1300000,2006,NOH
J.R. Smith,1297080,2006,NOH
Maciej Lampe,900000,2006,NOH
Jackson Vroman,682051,2006,NOH
Brandon Bass,398762,2006,NOH
Sean Banks,150751,2006,NOH
Peja Stojakovic,10800000,2007,NOH
Tyson Chandler,9150000,2007,NOH
Desmond Mason,8037037,2007,NOH
Bobby Jackson,5259000,2007,NOH
Marc Jackson,4875000,2007,NOH
Chris Paul,3380160,2007,NOH
Rasual Butler,3000000,2007,NOH
David West,2051938,2007,NOH
Hilton Armstrong,1767600,2007,NOH
Cedric Simmons,1515480,2007,NOH
Jannero Pargo,1000000,2007,NOH
Linton Johnson,771331,2007,NOH
Brandon Bass,664209,2007,NOH
Devin Brown,564518,2007,NOH
Arvydas Macijauskas,500000,2007,NOH
Marcus Vinicius,412718,2007,NOH
Peja Stojakovic,11664000,2008,NOH
David West,10650000,2008,NOH
Tyson Chandler,10250000,2008,NOH
Mike James,5632200,2008,NOH
Morris Peterson,5356000,2008,NOH
Chris Paul,3615960,2008,NOH
Rasual Butler,3315000,2008,NOH
Bonzi Wells,2284200,2008,NOH
Hilton Armstrong,1900200,2008,NOH
Jannero Pargo,1830000,2008,NOH
Julian Wright,1739160,2008,NOH
Bernard Robinson,1080000,2008,NOH
Ryan Bowen,1033930,2008,NOH
Melvin Ely,895341,2008,NOH
Mile Ilic,864000,2008,NOH
Arvydas Macijauskas,500000,2008,NOH
Peja Stojakovic,12528000,2009,NOH
Tyson Chandler,11350000,2009,NOH
David West,9862500,2009,NOH
Antonio Daniels,6200000,2009,NOH
Morris Peterson,5592240,2009,NOH
James Posey,5585000,2009,NOH
Chris Paul,4574189,2009,NOH
Rasual Butler,3630000,2009,NOH
Hilton Armstrong,2032800,2009,NOH
Julian Wright,1869600,2009,NOH
Ryan Bowen,1141838,2009,NOH
Sean Marks,1141838,2009,NOH
Devin Brown,998398,2009,NOH
Melvin Ely,998398,2009,NOH
Anthony Tolliver,26007,2009,NOH
Chris Paul,13520500,2010,NOH
Peja Stojakovic,13392000,2010,NOH
Emeka Okafor,10538937,2010,NOH
David West,9075000,2010,NOH
Morris Peterson,6212960,2010,NOH
James Posey,6031800,2010,NOH
Darius Songaila,4526000,2010,NOH
Julian Wright,2000040,2010,NOH
Darren Collison,1266120,2010,NOH
Sean Marks,1187686,2010,NOH
Aaron Gray,1000497,2010,NOH
Ike Diogu,884881,2010,NOH
Marcus Thornton,457888,2010,NOH
Jason Hart,69518,2010,NOH
Chris Paul,14940153,2011,NOH
Emeka Okafor,11495000,2011,NOH
David West,8287500,2011,NOH
Trevor Ariza,6322320,2011,NOH
Marcus Banks,4847586,2011,NOH
Jarrett Jack,4600000,2011,NOH
Willie Green,3976000,2011,NOH
Carl Landry,3000000,2011,NOH
David Andersen,2500000,2011,NOH
Marco Belinelli,2380270,2011,NOH
Jason Smith,2187913,2011,NOH
Quincy Pondexter,1073280,2011,NOH
Didier Ilunga-Mbenga,1069509,2011,NOH
Aaron Gray,1028840,2011,NOH
Pops Mensah-Bonsu,364461,2011,NOH
Joe Alexander,90465,2011,NOH
Sasha Pavlovic,67432,2011,NOH
Chris Kaman,14030000,2012,NOH
Emeka Okafor,12541812,2012,NOH
Carl Landry,8500000,2012,NOH
Trevor Ariza,6790640,2012,NOH
Jarrett Jack,5000000,2012,NOH
Eric Gordon,3831184,2012,NOH
Marco Belinelli,3377604,2012,NOH
Al-Farouq Aminu,2755560,2012,NOH
Jason Smith,2500000,2012,NOH
Xavier Henry,2171640,2012,NOH
Gustavo Ayon,1567500,2012,NOH
Greivis Vasquez,1113600,2012,NOH
Lance Thomas,328444,2012,NOH
DaJuan Summers,303137,2012,NOH
Jeff Foote,225341,2012,NOH
Carldell Johnson,168035,2012,NOH
Solomon Jones,160119,2012,NOH
Donald Sloan,76392,2012,NOH
Rashard Lewis,13700000,2013,NOH
Eric Gordon,13668750,2013,NOH
Ryan Anderson,8700000,2013,NOH
Anthony Davis,5144280,2013,NOH
Robin Lopez,4899293,2013,NOH
Matt Carroll,3500000,2013,NOH
Al-Farouq Aminu,2947800,2013,NOH
Jason Smith,2500000,2013,NOH
Xavier Henry,2323200,2013,NOH
Austin Rivers,2238360,2013,NOH
Roger Mason,1223116,2013,NOH
Greivis Vasquez,1191240,2013,NOH
Lance Thomas,762195,2013,NOH
Darius Miller,473604,2013,NOH
Brian Roberts,473604,2013,NOH
Dominic McGuire,110947,2013,NOH
Donald Sloan,44835,2013,NOH
Eric Gordon,14283844,2014,NOP
Tyreke Evans,10300000,2014,NOP
Jrue Holiday,9213484,2014,NOP
Ryan Anderson,8308500,2014,NOP
Anthony Davis,5375760,2014,NOP
Al-Farouq Aminu,3700000,2014,NOP
Greg Stiemsma,2676000,2014,NOP
Jason Smith,2500000,2014,NOP
Austin Rivers,2339040,2014,NOP
Anthony Morrow,1027424,2014,NOP
Lance Thomas,884293,2014,NOP
Brian Roberts,788872,2014,NOP
Darius Miller,788872,2014,NOP
Eric Gordon,14898938,2015,NOP
Tyreke Evans,10763500,2015,NOP
Jrue Holiday,9904495,2015,NOP
Ryan Anderson,8491500,2015,NOP
Omer Asik,8374646,2015,NOP
Anthony Davis,5607240,2015,NOP
Quincy Pondexter,3146068,2015,NOP
Norris Cole,2038206,2015,NOP
Alexis Ajinca,981084,2015,NOP
Luke Babbitt,981084,2015,NOP
Jimmer Fredette,948163,2015,NOP
Dante Cunningham,831942,2015,NOP
Jeff Withey,816482,2015,NOP
Gal Mekel,633974,2015,NOP
Darius Miller,400000,2015,NOP
Toney Douglas,268974,2015,NOP
Elliot Williams,107676,2015,NOP
Patric Young,100000,2015,NOP
Nate Wolters,96056,2015,NOP
Eric Gordon,15514031,2016,NOP
Tyreke Evans,11227000,2016,NOP
Omer Asik,11000000,2016,NOP
Jrue Holiday,10595507,2016,NOP
Ryan Anderson,8500000,2016,NOP
Anthony Davis,7070730,2016,NOP
Alexis Ajinca,4300000,2016,NOP
Quincy Pondexter,3382023,2016,NOP
Norris Cole,3036927,2016,NOP
Dante Cunningham,3000000,2016,NOP
Kendrick Perkins,1499200,2016,NOP
Alonzo Gee,1375000,2016,NOP
Toney Douglas,1164858,2016,NOP
Luke Babbitt,1100000,2016,NOP
Jarnell Stokes,845059,2016,NOP
Bryce Dejean-Jones,281659,2016,NOP
Tim Frazier,144157,2016,NOP
Jordan Hamilton,119462,2016,NOP
James Ennis,74564,2016,NOP
Orlando Johnson,55722,2016,NOP
Jimmer Fredette,54812,2016,NOP
Nate Robinson,44000,2016,NOP
Anthony Davis,22116750,2017,NOP
DeMarcus Cousins,16957900,2017,NOP
Jrue Holiday,11286518,2017,NOP
Solomon Hill,11241218,2017,NOP
Omer Asik,9904494,2017,NOP
E\'Twaun Moore,8081363,2017,NOP
Alexis Ajinca,4600000,2017,NOP
Quincy Pondexter,3617978,2017,NOP
Omri Casspi,3000000,2017,NOP
Dante Cunningham,2978250,2017,NOP
Tim Frazier,2090000,2017,NOP
Alonzo Gee,1400000,2017,NOP
Lance Stephenson,1227286,2017,NOP
Terrence Jones,1050961,2017,NOP
Donatas Motiejunas,576724,2017,NOP
Cheick Diallo,543471,2017,NOP
Reggie Williams,252676,2017,NOP
Jordan Crawford,234915,2017,NOP
Hollis Thompson,119494,2017,NOP
Anthony Brown,108043,2017,NOP
Archie Goodwin,95600,2017,NOP
Jarrett Jack,91274,2017,NOP
Quinn Cook,79922,2017,NOP
Wayne Selden,31969,2017,NOP
Axel Toupane,20580,2017,NOP
Jrue Holiday,25686667,2018,NOP
Anthony Davis,23775506,2018,NOP
DeMarcus Cousins,18063850,2018,NOP
Solomon Hill,12236535,2018,NOP
Omer Asik,10595505,2018,NOP
E\'Twaun Moore,8445024,2018,NOP
Alexis Ajinca,4961798,2018,NOP
Rajon Rondo,3300000,2018,NOP
Dante Cunningham,2300000,2018,NOP
Jameer Nelson,2262871,2018,NOP
Josh Smith,2183934,2018,NOP
Tony Allen,2116955,2018,NOP
Darius Miller,2100000,2018,NOP
Ian Clark,1577230,2018,NOP
Cheick Diallo,1312611,2018,NOP
Frank Jackson,815615,2018,NOP
Jordan Crawford,250000,2018,NOP
Axel Toupane,25000,2018,NOP
Quinn Cook,25000,2018,NOP
Allan Houston,12750000,2002,NYK
Larry Johnson,11335714,2002,NYK
Latrell Sprewell,11250000,2002,NYK
Marcus Camby,7300000,2002,NYK
Luc Longley,6325000,2002,NYK
Shandon Anderson,5500000,2002,NYK
Charlie Ward,5110000,2002,NYK
Howard Eisley,4781250,2002,NYK
Clarence Weatherspoon,4638000,2002,NYK
Kurt Thomas,4413375,2002,NYK
Mark Jackson,3860000,2002,NYK
Travis Knight,3600000,2002,NYK
Othella Harrington,2475000,2002,NYK
Felton Spencer,1000000,2002,NYK
Larry Robinson,715850,2002,NYK
Vernon Maxwell,473000,2002,NYK
Lavor Postell,465850,2002,NYK
Allan Houston,14343750,2003,NYK
Antonio McDyess,12600000,2003,NYK
Latrell Sprewell,12375000,2003,NYK
Larry Johnson,9610714,2003,NYK
Luc Longley,6900000,2003,NYK
Shandon Anderson,6100000,2003,NYK
Charlie Ward,5570000,2003,NYK
Howard Eisley,5312500,2003,NYK
Clarence Weatherspoon,4991800,2003,NYK
Kurt Thomas,4903750,2003,NYK
Travis Knight,4000000,2003,NYK
Othella Harrington,2700000,2003,NYK
Michael Doleac,1400000,2003,NYK
Frank Williams,832560,2003,NYK
Mark Pope,637435,2003,NYK
Lee Nailon,587435,2003,NYK
Lavor Postell,587435,2003,NYK
Allan Houston,15937500,2004,NYK
Antonio McDyess,13500000,2004,NYK
Keith Van Horn,13279750,2004,NYK
Shandon Anderson,6700000,2004,NYK
Charlie Ward,6030000,2004,NYK
Howard Eisley,5843750,2004,NYK
Kurt Thomas,5394125,2004,NYK
Travis Knight,4402500,2004,NYK
Dikembe Mutombo,4087667,2004,NYK
Moochie Norris,3500000,2004,NYK
Othella Harrington,2925000,2004,NYK
John Amaechi,2610000,2004,NYK
Mike Sweetney,1840800,2004,NYK
Michael Doleac,1540000,2004,NYK
Frank Williams,894960,2004,NYK
Maciej Lampe,829000,2004,NYK
Slavko Vranes,129768,2004,NYK
Allan Houston,17531250,2005,NYK
Anfernee Hardaway,14625000,2005,NYK
Stephon Marbury,14625000,2005,NYK
Tim Thomas,12900000,2005,NYK
Shandon Anderson,7300000,2005,NYK
Jerome Williams,6187500,2005,NYK
Kurt Thomas,5884500,2005,NYK
Jamal Crawford,5760000,2005,NYK
Nazr Mohammed,5250000,2005,NYK
Moochie Norris,3850000,2005,NYK
Vin Baker,3500000,2005,NYK
Mike Sweetney,1978920,2005,NYK
John Amaechi,1200000,2005,NYK
Bruno Sundov,870046,2005,NYK
Jamison Brewer,720046,2005,NYK
Trevor Ariza,385277,2005,NYK
Allan Houston,19125000,2006,NYK
Stephon Marbury,16453125,2006,NYK
Anfernee Hardaway,15750000,2006,NYK
Antonio Davis,13925000,2006,NYK
Maurice Taylor,9100000,2006,NYK
Shandon Anderson,7900000,2006,NYK
Eddy Curry,7390000,2006,NYK
Quentin Richardson,6940000,2006,NYK
Jerome Williams,6620063,2006,NYK
Jamal Crawford,6480000,2006,NYK
Malik Rose,6008750,2006,NYK
Jerome James,5000000,2006,NYK
Channing Frye,2162880,2006,NYK
Nate Robinson,1102680,2006,NYK
David Lee,861360,2006,NYK
Trevor Ariza,682051,2006,NYK
Qyntel Woods,599834,2006,NYK
Jackie Butler,398762,2006,NYK
Matt Barnes,131593,2006,NYK
Stephon Marbury,19012500,2008,NYK
Zach Randolph,13333333,2008,NYK
Eddy Curry,8947543,2008,NYK
Quentin Richardson,8105500,2008,NYK
Jamal Crawford,7920000,2008,NYK
Jerome Williams,7639400,2008,NYK
Malik Rose,7101250,2008,NYK
Jerome James,5800000,2008,NYK
Jared Jeffries,5632200,2008,NYK
Fred Jones,3300000,2008,NYK
Dan Dickau,2990028,2008,NYK
Renaldo Balkman,1280640,2008,NYK
Nate Robinson,1268160,2008,NYK
Wilson Chandler,1091640,2008,NYK
David Lee,990600,2008,NYK
Mardy Collins,967320,2008,NYK
Randolph Morris,810000,2008,NYK
Stephon Marbury,20840625,2009,NYK
Larry Hughes,12827676,2009,NYK
Eddy Curry,9723983,2009,NYK
Al Harrington,9226250,2009,NYK
Cuttino Mobley,9100000,2009,NYK
Quentin Richardson,8685500,2009,NYK
Chris Wilcox,6750000,2009,NYK
Jared Jeffries,6049400,2009,NYK
Chris Duhon,5585000,2009,NYK
Danilo Gallinari,2873520,2009,NYK
Nate Robinson,2020179,2009,NYK
David Lee,1788033,2009,NYK
Wilson Chandler,1173480,2009,NYK
Tracy McGrady,23239562,2010,NYK
Eddy Curry,10500423,2010,NYK
Al Harrington,10026875,2010,NYK
Cuttino Mobley,9500000,2010,NYK
David Lee,7000000,2010,NYK
Brian Cardinal,6750000,2010,NYK
Chris Duhon,6031800,2010,NYK
Danilo Gallinari,3089040,2010,NYK
Eddie House,2862000,2010,NYK
Sergio Rodriguez,1892035,2010,NYK
Wilson Chandler,1255440,2010,NYK
J.R. Giddens,1028880,2010,NYK
Toney Douglas,996240,2010,NYK
Jonathan Bender,801361,2010,NYK
Bill Walker,736420,2010,NYK
Carmelo Anthony,17149243,2011,NYK
Amar\'e Stoudemire,16486611,2011,NYK
Chauncey Billups,13150000,2011,NYK
Ronny Turiaf,4000000,2011,NYK
Corey Brewer,3703472,2011,NYK
Kelenna Azubuike,3300000,2011,NYK
Renaldo Balkman,1675000,2011,NYK
Roger Mason,1400000,2011,NYK
Anthony Carter,1352181,2011,NYK
Toney Douglas,1071000,2011,NYK
Shelden Williams,915852,2011,NYK
Shawne Williams,885210,2011,NYK
Bill Walker,854389,2011,NYK
Andy Rautins,600000,2011,NYK
Landry Fields,473604,2011,NYK
Carmelo Anthony,18518574,2012,NYK
Amar\'e Stoudemire,18217705,2012,NYK
Tyson Chandler,13107837,2012,NYK
Chauncey Billups,12199968,2012,NYK
J.R. Smith,2382353,2012,NYK
Renaldo Balkman,1675000,2012,NYK
Iman Shumpert,1563120,2012,NYK
Baron Davis,1352181,2012,NYK
Mike Bibby,1352181,2012,NYK
Jared Jeffries,1229255,2012,NYK
Toney Douglas,1145640,2012,NYK
Steve Novak,992680,2012,NYK
Landry Fields,762195,2012,NYK
Jeremy Lin,762195,2012,NYK
Josh Harrellson,473604,2012,NYK
Jerome Jordan,473604,2012,NYK
Amar\'e Stoudemire,19948799,2013,NYK
Carmelo Anthony,19450000,2013,NYK
Tyson Chandler,13604188,2013,NYK
Marcus Camby,4590338,2013,NYK
Steve Novak,4054055,2013,NYK
Raymond Felton,3480453,2013,NYK
Jason Kidd,3090000,2013,NYK
J.R. Smith,2806452,2013,NYK
Iman Shumpert,1680360,2013,NYK
Renaldo Balkman,1675000,2013,NYK
Rasheed Wallace,1352181,2013,NYK
James White,854389,2013,NYK
Chris Copeland,473604,2013,NYK
Pablo Prigioni,473604,2013,NYK
Kenyon Martin,437470,2013,NYK
Carmelo Anthony,22407474,2014,NYK
Amar\'e Stoudemire,21679893,2014,NYK
